User_ID,Age,Gender,Region,Education_Level,Course_Interested,Preferred_Device,Ad_Channel,Interest_Score,Visit_Date,Signup_Status,Signup_Date,Course_Enrolled,Plan_Type,Enrollment_Date,Course_Completion_Status,Monthly_Fee,Referral_Count,Satisfaction_Score
USER00377,41,Female,Tier-2 City,Diploma,Entrepreneurship,Tablet,YouTube,87,2024-05-04,Yes,2024-05-05,Yes,Elite,2024-05-13,Completed,2499,4,8
USER00378,22,Female,Tier-1 City,Postgraduate,Data Science,Desktop,Instagram,84,2024-07-28,Yes,2024-08-06,Yes,Basic,2024-08-12,In Progress,999,1,10
USER00379,49,Other,Rural Area,High School,UI/UX Design,Tablet,YouTube,28,2024-06-30,No,,No,,,,0,0,0
USER00380,44,Male,Tier-1 City,Diploma,Digital Marketing,Mobile,Instagram,14,2024-05-26,No,,No,,,,0,0,0
USER00381,32,Female,Rural Area,Postgraduate,UI/UX Design,Mobile,Facebook,69,2024-04-16,Yes,2024-04-16,Yes,Pro,2024-04-25,Dropped,1799,1,8
USER00382,47,Male,Tier-1 City,Postgraduate,Digital Marketing,Tablet,LinkedIn,14,2023-11-06,No,,No,,,,0,0,0
USER00383,27,Male,Tier-2 City,Diploma,Entrepreneurship,Mobile,YouTube,29,2023-12-18,No,,No,,,,0,0,0
USER00384,38,Other,Tier-2 City,Postgraduate,Finance,Tablet,YouTube,1,2024-08-06,No,,No,,,,0,0,0
USER00385,31,Female,Tier-2 City,High School,Finance,Desktop,Facebook,59,2023-03-31,Yes,2023-04-09,No,,,,0,0,0
USER00386,47,Other,Rural Area,High School,Entrepreneurship,Tablet,LinkedIn,91,2023-08-09,Yes,2023-08-19,Yes,Elite,2023-08-21,Dropped,2499,1,7
USER00387,43,Female,Rural Area,Postgraduate,Finance,Mobile,Facebook,26,2023-07-03,No,,No,,,,0,0,0
USER00388,35,Male,Rural Area,Postgraduate,Finance,Desktop,Facebook,77,2024-04-23,Yes,2024-04-29,Yes,Elite,2024-05-07,Completed,2499,2,7
USER00389,21,Female,Tier-2 City,Postgraduate,Data Science,Desktop,LinkedIn,67,2024-06-28,Yes,2024-06-30,Yes,Pro,2024-07-08,Completed,1799,2,8
USER00390,17,Other,Tier-2 City,High School,Finance,Desktop,LinkedIn,95,2023-07-26,Yes,2023-07-28,Yes,Elite,2023-08-04,In Progress,2499,2,9
USER00391,29,Female,Tier-2 City,Diploma,UI/UX Design,Mobile,Instagram,68,2023-05-04,Yes,2023-05-05,Yes,Basic,2023-05-05,In Progress,999,2,9
USER00392,39,Male,Tier-1 City,High School,Entrepreneurship,Tablet,LinkedIn,21,2023-01-03,No,,No,,,,0,0,0
USER00393,44,Male,Tier-2 City,High School,Entrepreneurship,Desktop,Instagram,67,2024-07-24,Yes,2024-08-05,Yes,Elite,2024-08-13,Completed,2499,0,6
USER00394,22,Female,Rural Area,Diploma,Entrepreneurship,Mobile,Instagram,100,2024-09-19,Yes,2024-09-28,Yes,Pro,2024-10-05,Completed,1799,1,6
USER00395,21,Male,Rural Area,High School,Data Science,Tablet,Instagram,7,2024-06-20,No,,No,,,,0,0,0
USER00396,19,Female,Rural Area,Diploma,UI/UX Design,Desktop,Google Search,50,2023-02-13,Yes,2023-02-22,No,,,,0,0,0
USER00397,28,Male,Tier-1 City,Graduate,Digital Marketing,Tablet,Instagram,1,2024-09-27,No,,No,,,,0,0,0
USER00398,42,Other,Tier-2 City,Graduate,UI/UX Design,Tablet,Facebook,6,2024-05-21,No,,No,,,,0,0,0
USER00399,48,Other,Tier-2 City,Graduate,Digital Marketing,Mobile,YouTube,71,2023-06-06,Yes,2023-06-12,Yes,Pro,2023-06-20,Completed,1799,1,6
USER00400,39,Male,Rural Area,Postgraduate,Finance,Desktop,Facebook,99,2023-10-29,Yes,2023-11-01,Yes,Basic,2023-11-05,Completed,999,1,9
USER00401,26,Male,Tier-2 City,High School,UI/UX Design,Mobile,YouTube,74,2024-06-18,Yes,2024-06-21,Yes,Elite,2024-06-23,Completed,2499,1,7
USER00402,51,Other,Tier-1 City,Postgraduate,Entrepreneurship,Mobile,YouTube,83,2023-02-21,Yes,2023-02-28,Yes,Elite,2023-03-01,Completed,2499,1,7
USER00403,49,Female,Rural Area,Graduate,Digital Marketing,Desktop,YouTube,30,2023-07-25,No,,No,,,,0,0,0
USER00404,16,Female,Tier-1 City,Diploma,Entrepreneurship,Mobile,Facebook,75,2024-02-21,Yes,2024-03-01,Yes,Elite,2024-03-04,Completed,2499,2,10
USER00405,47,Female,Rural Area,Diploma,Data Science,Tablet,Google Search,75,2024-04-13,Yes,2024-04-17,Yes,Elite,2024-04-17,Completed,2499,1,7
USER00406,19,Other,Tier-1 City,Graduate,Finance,Desktop,YouTube,4,2023-04-10,No,,No,,,,0,0,0
USER00407,40,Female,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,LinkedIn,69,2024-10-31,Yes,2024-11-12,Yes,Pro,2024-11-18,Completed,1799,2,9
USER00408,54,Male,Rural Area,Graduate,Digital Marketing,Desktop,Facebook,56,2024-02-07,Yes,2024-02-08,No,,,,0,0,0
USER00409,45,Other,Rural Area,Diploma,Finance,Tablet,Instagram,47,2024-07-25,Yes,2024-07-30,No,,,,0,0,0
USER00410,47,Female,Rural Area,Graduate,Finance,Tablet,YouTube,42,2023-06-07,Yes,2023-06-08,No,,,,0,0,0
USER00411,40,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,YouTube,93,2024-01-19,Yes,2024-01-25,Yes,Elite,2024-01-31,In Progress,2499,1,10
USER00412,25,Male,Tier-2 City,Graduate,UI/UX Design,Tablet,YouTube,92,2023-09-05,Yes,2023-09-11,Yes,Pro,2023-09-18,Completed,1799,2,9
USER00413,47,Other,Rural Area,Diploma,Entrepreneurship,Mobile,Facebook,63,2023-01-19,Yes,2023-01-28,Yes,Elite,2023-01-29,Completed,2499,0,7
USER00414,29,Female,Tier-2 City,Graduate,Entrepreneurship,Tablet,YouTube,22,2024-10-19,No,,No,,,,0,0,0
USER00415,51,Male,Tier-2 City,Graduate,Data Science,Desktop,YouTube,3,2023-11-13,No,,No,,,,0,0,0
USER00416,18,Other,Rural Area,Postgraduate,UI/UX Design,Mobile,Google Search,62,2024-12-03,Yes,2024-12-15,Yes,Basic,2024-12-21,Dropped,999,2,7
USER00417,33,Other,Tier-1 City,High School,Finance,Mobile,LinkedIn,72,2024-02-11,Yes,2024-02-18,Yes,Elite,2024-02-20,Completed,2499,3,6
USER00418,38,Female,Tier-2 City,Postgraduate,Entrepreneurship,Desktop,Instagram,9,2023-04-27,No,,No,,,,0,0,0
USER00419,46,Other,Rural Area,Diploma,Digital Marketing,Mobile,YouTube,11,2023-08-18,No,,No,,,,0,0,0
USER00420,52,Female,Tier-2 City,Postgraduate,Data Science,Tablet,Instagram,49,2023-01-20,Yes,2023-01-30,No,,,,0,0,0
USER00421,38,Other,Tier-2 City,High School,Finance,Desktop,Facebook,56,2024-07-23,Yes,2024-07-27,No,,,,0,0,0
USER00422,49,Male,Tier-1 City,Graduate,Data Science,Tablet,Google Search,18,2023-07-17,No,,No,,,,0,0,0
USER00423,54,Male,Tier-1 City,High School,Data Science,Tablet,Instagram,70,2023-01-08,Yes,2023-01-16,Yes,Pro,2023-01-24,Completed,1799,0,10
USER00424,44,Female,Rural Area,High School,Digital Marketing,Desktop,Facebook,45,2023-06-04,Yes,2023-06-14,No,,,,0,0,0
USER00425,20,Other,Tier-2 City,Graduate,Digital Marketing,Tablet,LinkedIn,63,2024-08-13,Yes,2024-08-13,Yes,Pro,2024-08-20,Completed,1799,0,7
USER00426,53,Other,Tier-2 City,High School,Data Science,Mobile,Facebook,77,2024-10-04,Yes,2024-10-13,Yes,Basic,2024-10-19,In Progress,999,2,6
USER00427,16,Female,Rural Area,Graduate,UI/UX Design,Mobile,YouTube,56,2024-12-02,Yes,2024-12-17,No,,,,0,0,0
USER00428,28,Female,Rural Area,High School,Data Science,Desktop,Facebook,46,2023-07-02,Yes,2023-07-15,No,,,,0,0,0
USER00429,42,Female,Tier-2 City,Postgraduate,Data Science,Tablet,Facebook,15,2024-08-22,No,,No,,,,0,0,0
USER00430,18,Female,Tier-2 City,High School,Data Science,Tablet,LinkedIn,88,2023-09-30,Yes,2023-10-06,Yes,Basic,2023-10-14,In Progress,999,2,7
USER00431,23,Other,Tier-2 City,Postgraduate,Entrepreneurship,Tablet,Facebook,10,2023-04-27,No,,No,,,,0,0,0
USER00432,53,Female,Rural Area,Graduate,Entrepreneurship,Mobile,Instagram,45,2023-05-10,Yes,2023-05-23,No,,,,0,0,0
USER00433,28,Female,Rural Area,Diploma,Digital Marketing,Tablet,Instagram,26,2024-09-13,No,,No,,,,0,0,0
USER00434,50,Male,Tier-1 City,Postgraduate,Entrepreneurship,Mobile,LinkedIn,9,2024-07-02,No,,No,,,,0,0,0
USER00435,19,Male,Tier-1 City,Graduate,Digital Marketing,Mobile,Instagram,22,2024-12-24,No,,No,,,,0,0,0
USER00436,48,Other,Rural Area,Graduate,Digital Marketing,Tablet,Google Search,15,2023-12-04,No,,No,,,,0,0,0
USER00437,43,Male,Tier-2 City,Graduate,Entrepreneurship,Mobile,Facebook,38,2024-03-13,No,,No,,,,0,0,0
USER00438,23,Other,Rural Area,Graduate,Digital Marketing,Mobile,Google Search,23,2023-09-23,No,,No,,,,0,0,0
USER00439,18,Other,Tier-2 City,Graduate,Digital Marketing,Desktop,Facebook,55,2023-05-21,Yes,2023-06-02,No,,,,0,0,0
USER00440,25,Male,Tier-2 City,Postgraduate,Entrepreneurship,Mobile,Instagram,49,2024-01-13,Yes,2024-01-25,No,,,,0,0,0
USER00441,21,Female,Tier-1 City,Diploma,Digital Marketing,Desktop,YouTube,2,2024-05-19,No,,No,,,,0,0,0
USER00442,42,Female,Rural Area,Postgraduate,Entrepreneurship,Mobile,LinkedIn,79,2024-02-26,Yes,2024-03-02,Yes,Elite,2024-03-12,Dropped,2499,0,7
USER00443,18,Other,Rural Area,High School,Entrepreneurship,Tablet,Instagram,14,2024-03-17,No,,No,,,,0,0,0
USER00444,38,Female,Rural Area,Graduate,Entrepreneurship,Desktop,YouTube,48,2024-08-30,Yes,2024-08-31,No,,,,0,0,0
USER00445,43,Other,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Facebook,15,2023-09-01,No,,No,,,,0,0,0
USER00446,30,Male,Rural Area,Diploma,Digital Marketing,Desktop,Facebook,44,2023-04-06,Yes,2023-04-09,No,,,,0,0,0
USER00447,26,Other,Tier-1 City,Graduate,Entrepreneurship,Mobile,Facebook,73,2024-01-21,Yes,2024-01-25,Yes,Pro,2024-01-27,Completed,1799,0,8
USER00448,19,Male,Tier-2 City,High School,Finance,Mobile,Google Search,56,2024-03-15,Yes,2024-03-25,No,,,,0,0,0
USER00449,46,Other,Rural Area,High School,Data Science,Desktop,Facebook,38,2023-04-14,No,,No,,,,0,0,0
USER00450,52,Other,Rural Area,Graduate,UI/UX Design,Desktop,YouTube,50,2023-03-08,Yes,2023-03-16,No,,,,0,0,0
USER00451,34,Female,Tier-1 City,Postgraduate,Data Science,Mobile,Instagram,4,2024-03-06,No,,No,,,,0,0,0
USER00452,53,Male,Rural Area,High School,Data Science,Desktop,YouTube,17,2024-12-22,No,,No,,,,0,0,0
USER00453,34,Male,Rural Area,High School,Finance,Desktop,Facebook,80,2024-04-06,Yes,2024-04-06,Yes,Basic,2024-04-06,Completed,999,0,6
USER00454,18,Female,Rural Area,Graduate,Data Science,Tablet,Instagram,42,2024-03-13,Yes,2024-03-24,No,,,,0,0,0
USER00455,49,Female,Tier-1 City,Diploma,Data Science,Tablet,Facebook,72,2023-09-26,Yes,2023-10-08,Yes,Pro,2023-10-12,Completed,1799,0,8
USER00456,36,Other,Tier-2 City,High School,Data Science,Desktop,YouTube,84,2023-02-18,Yes,2023-02-23,Yes,Basic,2023-02-23,Dropped,999,1,9
USER00457,25,Other,Tier-1 City,Diploma,Entrepreneurship,Tablet,Google Search,66,2024-10-27,Yes,2024-11-09,Yes,Elite,2024-11-09,In Progress,2499,1,6
USER00458,39,Other,Tier-1 City,Diploma,UI/UX Design,Tablet,YouTube,31,2024-06-11,No,,No,,,,0,0,0
USER00459,29,Male,Tier-1 City,High School,Entrepreneurship,Mobile,Facebook,6,2024-06-21,No,,No,,,,0,0,0
USER00460,54,Female,Tier-1 City,Diploma,Entrepreneurship,Mobile,Google Search,26,2023-11-24,No,,No,,,,0,0,0
USER00461,47,Female,Tier-2 City,Graduate,Entrepreneurship,Desktop,Facebook,30,2023-06-25,No,,No,,,,0,0,0
USER00462,32,Female,Tier-1 City,Graduate,Entrepreneurship,Desktop,Facebook,85,2024-05-20,Yes,2024-05-25,Yes,Basic,2024-05-30,Completed,999,0,8
USER00463,54,Other,Tier-2 City,Graduate,Digital Marketing,Tablet,LinkedIn,67,2024-10-19,Yes,2024-10-25,Yes,Elite,2024-10-28,In Progress,2499,1,9
USER00464,39,Male,Tier-2 City,Postgraduate,Digital Marketing,Desktop,LinkedIn,11,2024-09-30,No,,No,,,,0,0,0
USER00465,24,Other,Tier-2 City,Postgraduate,Digital Marketing,Desktop,YouTube,10,2023-11-06,No,,No,,,,0,0,0
USER00466,30,Male,Tier-2 City,High School,UI/UX Design,Desktop,Instagram,55,2024-02-27,Yes,2024-03-08,No,,,,0,0,0
USER00467,35,Other,Rural Area,Graduate,Digital Marketing,Desktop,LinkedIn,64,2023-11-29,Yes,2023-12-14,Yes,Basic,2023-12-16,Completed,999,1,6
USER00468,42,Female,Tier-2 City,Diploma,Finance,Desktop,LinkedIn,14,2023-06-18,No,,No,,,,0,0,0
USER00469,36,Male,Tier-2 City,Graduate,UI/UX Design,Mobile,Google Search,44,2023-12-25,Yes,2023-12-25,No,,,,0,0,0
USER00470,30,Female,Tier-2 City,Diploma,UI/UX Design,Tablet,LinkedIn,0,2024-02-19,No,,No,,,,0,0,0
USER00471,22,Other,Tier-1 City,High School,Finance,Desktop,Google Search,23,2024-07-10,No,,No,,,,0,0,0
USER00472,45,Other,Rural Area,Graduate,UI/UX Design,Desktop,Facebook,93,2023-11-29,Yes,2023-12-02,Yes,Pro,2023-12-09,Dropped,1799,3,8
USER00473,38,Male,Rural Area,Diploma,Finance,Desktop,Google Search,72,2023-08-06,Yes,2023-08-16,Yes,Basic,2023-08-20,Dropped,999,1,10
USER00474,19,Male,Rural Area,High School,Entrepreneurship,Mobile,Instagram,33,2023-02-16,No,,No,,,,0,0,0
USER00475,24,Female,Tier-2 City,Diploma,UI/UX Design,Desktop,Google Search,18,2023-08-16,No,,No,,,,0,0,0
USER00476,53,Female,Tier-1 City,Postgraduate,UI/UX Design,Tablet,Google Search,97,2024-03-11,Yes,2024-03-24,Yes,Pro,2024-03-25,Completed,1799,1,9
USER00477,22,Male,Tier-1 City,Postgraduate,Finance,Tablet,Facebook,45,2024-04-20,Yes,2024-04-21,No,,,,0,0,0
USER00478,21,Male,Rural Area,Graduate,Digital Marketing,Mobile,Google Search,72,2024-07-29,Yes,2024-08-13,Yes,Pro,2024-08-14,Dropped,1799,0,7
USER00479,40,Male,Tier-1 City,Graduate,Finance,Mobile,LinkedIn,11,2024-01-24,No,,No,,,,0,0,0
USER00480,28,Other,Tier-2 City,Graduate,Entrepreneurship,Desktop,YouTube,45,2024-06-13,Yes,2024-06-15,No,,,,0,0,0
USER00481,22,Female,Rural Area,High School,Digital Marketing,Mobile,YouTube,94,2023-12-27,Yes,2024-01-01,Yes,Elite,2024-01-05,Completed,2499,0,10
USER00482,21,Other,Tier-2 City,High School,UI/UX Design,Mobile,LinkedIn,97,2024-01-25,Yes,2024-01-29,Yes,Pro,2024-01-31,Dropped,1799,0,6
USER00483,34,Other,Tier-2 City,Diploma,Finance,Tablet,Facebook,10,2023-08-02,No,,No,,,,0,0,0
USER00484,24,Other,Tier-2 City,High School,Data Science,Tablet,Google Search,64,2023-01-20,Yes,2023-01-27,Yes,Basic,2023-01-28,Completed,999,0,10
USER00485,44,Male,Tier-2 City,Postgraduate,Finance,Desktop,Instagram,38,2024-11-04,No,,No,,,,0,0,0
USER00486,37,Female,Rural Area,Postgraduate,Digital Marketing,Desktop,Google Search,4,2024-05-07,No,,No,,,,0,0,0
USER00487,54,Female,Tier-1 City,Diploma,Data Science,Desktop,YouTube,84,2023-03-15,Yes,2023-03-21,Yes,Pro,2023-03-29,Completed,1799,0,9
USER00488,50,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,Google Search,86,2023-11-18,Yes,2023-11-18,Yes,Pro,2023-11-20,Dropped,1799,2,7
USER00489,32,Male,Tier-1 City,Diploma,UI/UX Design,Mobile,Instagram,60,2023-01-15,Yes,2023-01-17,No,,,,0,0,0
USER00490,45,Male,Tier-2 City,High School,Finance,Tablet,Facebook,98,2024-01-22,Yes,2024-01-24,Yes,Basic,2024-01-29,Completed,999,1,7
USER00491,32,Female,Tier-1 City,Graduate,Finance,Desktop,Google Search,94,2024-09-10,Yes,2024-09-20,Yes,Pro,2024-09-21,Completed,1799,0,9
USER00492,53,Other,Tier-1 City,Diploma,Entrepreneurship,Tablet,Google Search,74,2023-04-13,Yes,2023-04-13,Yes,Elite,2023-04-19,Completed,2499,1,6
USER00493,24,Female,Tier-2 City,Postgraduate,Digital Marketing,Desktop,LinkedIn,37,2023-07-17,No,,No,,,,0,0,0
USER00494,24,Other,Tier-2 City,High School,Finance,Tablet,YouTube,21,2023-08-01,No,,No,,,,0,0,0
USER00495,38,Other,Tier-1 City,Diploma,Entrepreneurship,Tablet,Instagram,90,2024-05-22,Yes,2024-05-26,Yes,Basic,2024-05-29,Completed,999,0,7
USER00496,54,Other,Rural Area,High School,UI/UX Design,Mobile,YouTube,52,2023-01-01,Yes,2023-01-03,No,,,,0,0,0
USER00497,54,Female,Tier-2 City,Diploma,Digital Marketing,Tablet,LinkedIn,40,2023-01-29,No,,No,,,,0,0,0
USER00498,32,Male,Rural Area,Graduate,UI/UX Design,Mobile,YouTube,7,2023-07-23,No,,No,,,,0,0,0
USER00499,33,Male,Tier-2 City,High School,Entrepreneurship,Tablet,Facebook,73,2024-12-04,Yes,2024-12-19,Yes,Basic,2024-12-24,Completed,999,3,10
USER00500,38,Female,Rural Area,High School,Digital Marketing,Desktop,LinkedIn,86,2024-11-22,Yes,2024-11-22,Yes,Pro,2024-12-02,In Progress,1799,3,10
USER00501,31,Female,Rural Area,Graduate,Finance,Mobile,LinkedIn,5,2024-10-11,No,,No,,,,0,0,0
USER00502,34,Other,Rural Area,Graduate,Digital Marketing,Tablet,Facebook,73,2023-12-18,Yes,2023-12-25,Yes,Elite,2023-12-27,In Progress,2499,0,8
USER00503,53,Female,Tier-2 City,Postgraduate,Entrepreneurship,Desktop,Google Search,74,2024-05-31,Yes,2024-06-11,Yes,Basic,2024-06-13,Completed,999,3,9
USER00504,18,Female,Rural Area,Postgraduate,UI/UX Design,Mobile,Facebook,51,2024-07-11,Yes,2024-07-12,No,,,,0,0,0
USER00505,18,Other,Rural Area,Postgraduate,Finance,Desktop,Facebook,7,2024-01-31,No,,No,,,,0,0,0
USER00506,47,Female,Rural Area,Postgraduate,Digital Marketing,Desktop,LinkedIn,18,2023-08-03,No,,No,,,,0,0,0
USER00507,30,Other,Rural Area,Postgraduate,UI/UX Design,Mobile,LinkedIn,5,2023-04-18,No,,No,,,,0,0,0
USER00508,22,Male,Rural Area,High School,Data Science,Desktop,YouTube,34,2023-09-10,No,,No,,,,0,0,0
USER00509,21,Male,Tier-2 City,Diploma,Finance,Desktop,YouTube,61,2023-09-25,Yes,2023-09-26,Yes,Elite,2023-09-28,Completed,2499,1,7
USER00510,50,Female,Tier-2 City,Graduate,Finance,Mobile,Instagram,82,2023-06-11,Yes,2023-06-12,Yes,Basic,2023-06-16,Completed,999,3,7
USER00511,47,Male,Rural Area,High School,Digital Marketing,Mobile,LinkedIn,10,2023-05-03,No,,No,,,,0,0,0
USER00512,20,Other,Tier-2 City,Diploma,Entrepreneurship,Desktop,LinkedIn,29,2024-03-13,No,,No,,,,0,0,0
USER00513,22,Female,Rural Area,High School,Data Science,Mobile,LinkedIn,91,2024-11-09,Yes,2024-11-22,Yes,Elite,2024-11-22,Completed,2499,0,7
USER00514,36,Female,Rural Area,Diploma,UI/UX Design,Mobile,Google Search,98,2024-09-30,Yes,2024-10-12,Yes,Elite,2024-10-20,In Progress,2499,0,10
USER00515,34,Male,Tier-1 City,High School,UI/UX Design,Desktop,Google Search,71,2024-10-05,Yes,2024-10-17,Yes,Basic,2024-10-19,Completed,999,0,8
USER00516,18,Male,Tier-1 City,Graduate,UI/UX Design,Tablet,LinkedIn,86,2023-11-10,Yes,2023-11-22,Yes,Basic,2023-11-26,Completed,999,0,10
USER00517,39,Male,Tier-2 City,Graduate,Data Science,Tablet,LinkedIn,74,2023-09-22,Yes,2023-09-28,Yes,Pro,2023-09-28,Dropped,1799,1,6
USER00518,39,Other,Rural Area,Postgraduate,Digital Marketing,Desktop,LinkedIn,32,2023-05-02,No,,No,,,,0,0,0
USER00519,53,Female,Tier-2 City,Graduate,UI/UX Design,Desktop,Facebook,19,2024-02-04,No,,No,,,,0,0,0
USER00520,16,Other,Tier-1 City,High School,Digital Marketing,Mobile,LinkedIn,66,2023-08-10,Yes,2023-08-18,Yes,Elite,2023-08-19,Completed,2499,0,7
USER00521,22,Other,Tier-2 City,Graduate,Finance,Desktop,LinkedIn,26,2023-07-18,No,,No,,,,0,0,0
USER00522,45,Male,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,Facebook,26,2023-08-26,No,,No,,,,0,0,0
USER00523,49,Other,Rural Area,Postgraduate,Data Science,Desktop,YouTube,63,2023-01-12,Yes,2023-01-17,Yes,Basic,2023-01-18,Completed,999,1,9
USER00524,34,Other,Tier-1 City,High School,Digital Marketing,Mobile,Facebook,50,2023-07-18,Yes,2023-08-01,No,,,,0,0,0
USER00525,16,Female,Tier-1 City,Postgraduate,Entrepreneurship,Mobile,YouTube,96,2023-05-30,Yes,2023-06-11,Yes,Basic,2023-06-17,Completed,999,2,10
USER00526,17,Other,Tier-1 City,Diploma,Digital Marketing,Mobile,Google Search,9,2024-08-26,No,,No,,,,0,0,0
USER00527,26,Other,Rural Area,High School,UI/UX Design,Mobile,LinkedIn,67,2023-03-29,Yes,2023-03-29,Yes,Elite,2023-04-06,Completed,2499,2,10
USER00528,38,Other,Tier-2 City,Diploma,Data Science,Mobile,Facebook,69,2023-08-29,Yes,2023-09-09,Yes,Elite,2023-09-15,Completed,2499,2,6
USER00529,18,Male,Tier-1 City,Graduate,UI/UX Design,Desktop,LinkedIn,1,2024-08-16,No,,No,,,,0,0,0
USER00530,54,Other,Rural Area,High School,Entrepreneurship,Desktop,Google Search,49,2024-11-29,Yes,2024-11-29,No,,,,0,0,0
USER00531,28,Female,Tier-1 City,Graduate,UI/UX Design,Mobile,LinkedIn,99,2023-06-18,Yes,2023-06-23,Yes,Elite,2023-06-30,Completed,2499,2,6
USER00532,49,Female,Rural Area,Graduate,Digital Marketing,Desktop,Google Search,21,2024-10-13,No,,No,,,,0,0,0
USER00533,31,Other,Rural Area,High School,Finance,Mobile,Instagram,47,2024-03-27,Yes,2024-04-07,No,,,,0,0,0
USER00534,23,Other,Tier-2 City,Graduate,Finance,Desktop,Facebook,27,2024-03-25,No,,No,,,,0,0,0
USER00535,17,Male,Tier-2 City,Postgraduate,Data Science,Tablet,Google Search,64,2024-10-28,Yes,2024-11-12,Yes,Pro,2024-11-17,Completed,1799,1,7
USER00536,20,Other,Tier-1 City,Graduate,Digital Marketing,Mobile,Google Search,79,2023-04-24,Yes,2023-05-03,Yes,Basic,2023-05-08,Completed,999,0,6
USER00537,17,Other,Rural Area,Postgraduate,UI/UX Design,Desktop,Instagram,50,2023-12-14,Yes,2023-12-19,No,,,,0,0,0
USER00538,21,Female,Rural Area,Postgraduate,Finance,Desktop,Facebook,93,2023-08-17,Yes,2023-08-18,Yes,Elite,2023-08-21,Completed,2499,1,7
USER00539,19,Other,Tier-2 City,Diploma,Digital Marketing,Mobile,Facebook,54,2024-01-04,Yes,2024-01-13,No,,,,0,0,0
USER00540,44,Female,Tier-1 City,Diploma,UI/UX Design,Tablet,Google Search,3,2023-11-17,No,,No,,,,0,0,0
USER00541,18,Female,Tier-2 City,Graduate,Finance,Tablet,Instagram,96,2024-08-09,Yes,2024-08-17,Yes,Basic,2024-08-26,Completed,999,0,9
USER00542,43,Male,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Instagram,2,2024-04-22,No,,No,,,,0,0,0
USER00543,30,Female,Tier-1 City,Graduate,Finance,Mobile,YouTube,23,2024-11-16,No,,No,,,,0,0,0
USER00544,28,Other,Tier-1 City,Diploma,Data Science,Mobile,Instagram,6,2023-06-25,No,,No,,,,0,0,0
USER00545,20,Other,Tier-1 City,Postgraduate,Digital Marketing,Tablet,Facebook,30,2023-05-26,No,,No,,,,0,0,0
USER00546,39,Male,Tier-1 City,High School,Digital Marketing,Tablet,YouTube,11,2024-03-06,No,,No,,,,0,0,0
USER00547,29,Female,Tier-1 City,Graduate,Entrepreneurship,Mobile,Instagram,38,2023-07-15,No,,No,,,,0,0,0
USER00548,34,Female,Rural Area,High School,UI/UX Design,Tablet,YouTube,39,2023-07-31,No,,No,,,,0,0,0
USER00549,52,Female,Tier-2 City,High School,Finance,Tablet,Instagram,61,2023-07-21,Yes,2023-07-27,Yes,Basic,2023-07-27,Completed,999,1,6
USER00550,20,Female,Rural Area,High School,Entrepreneurship,Tablet,LinkedIn,17,2023-05-30,No,,No,,,,0,0,0
USER00551,41,Male,Tier-1 City,Postgraduate,Digital Marketing,Mobile,YouTube,43,2023-11-02,Yes,2023-11-07,No,,,,0,0,0
USER00552,38,Female,Rural Area,Graduate,UI/UX Design,Mobile,Instagram,20,2023-02-25,No,,No,,,,0,0,0
USER00553,23,Female,Tier-1 City,High School,UI/UX Design,Desktop,Instagram,22,2024-10-30,No,,No,,,,0,0,0
USER00554,18,Male,Tier-2 City,Diploma,Digital Marketing,Mobile,Google Search,8,2024-03-22,No,,No,,,,0,0,0
USER00555,35,Female,Tier-1 City,Graduate,Finance,Mobile,LinkedIn,98,2024-02-11,Yes,2024-02-11,Yes,Basic,2024-02-14,In Progress,999,2,9
USER00556,35,Female,Rural Area,Postgraduate,Entrepreneurship,Mobile,Instagram,98,2024-12-13,Yes,2024-12-14,Yes,Basic,2024-12-15,Completed,999,0,9
USER00557,20,Male,Tier-2 City,Diploma,UI/UX Design,Desktop,Instagram,19,2023-12-09,No,,No,,,,0,0,0
USER00558,41,Female,Rural Area,Graduate,UI/UX Design,Mobile,Facebook,33,2024-07-12,No,,No,,,,0,0,0
USER00559,32,Male,Rural Area,High School,Entrepreneurship,Desktop,YouTube,84,2024-04-25,Yes,2024-04-25,Yes,Pro,2024-04-25,Dropped,1799,1,10
USER00560,17,Male,Tier-2 City,High School,Entrepreneurship,Desktop,Google Search,36,2023-08-09,No,,No,,,,0,0,0
USER00561,18,Female,Tier-1 City,High School,UI/UX Design,Tablet,YouTube,17,2023-09-30,No,,No,,,,0,0,0
USER00562,25,Female,Rural Area,Graduate,Data Science,Mobile,Facebook,71,2024-10-07,Yes,2024-10-17,Yes,Pro,2024-10-24,Completed,1799,1,7
USER00563,53,Female,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Facebook,52,2024-03-12,Yes,2024-03-19,No,,,,0,0,0
USER00564,17,Female,Tier-2 City,High School,Digital Marketing,Tablet,LinkedIn,80,2024-04-06,Yes,2024-04-09,Yes,Elite,2024-04-15,In Progress,2499,0,9
USER00565,40,Male,Tier-1 City,High School,Digital Marketing,Desktop,Instagram,83,2023-03-23,Yes,2023-03-23,Yes,Elite,2023-03-29,Dropped,2499,1,9
